iter	Logloss
205	0.2578394659
206	0.2573647514
207	0.2566719793
208	0.2560923538
209	0.2557220782
210	0.2553646543
211	0.254830342
212	0.2546242437
213	0.2542949344
214	0.2537742457
215	0.253391263
216	0.2530551897
217	0.2527219496
218	0.2521631049
219	0.2519084827
220	0.2515224321
221	0.2510940918
222	0.2507369929
223	0.2501689504
224	0.2497916512
225	0.2493094429
226	0.2490446254
227	0.2487917253
228	0.2485600768
229	0.2482169814
230	0.2479000537
231	0.2477230555
232	0.2472625115
233	0.2467031219
234	0.246388457
235	0.2460908588
236	0.2455650677
237	0.2453361113
238	0.2449976674
239	0.2444516069
240	0.2438467291
241	0.2436022547
242	0.2430774545
243	0.2427020126
244	0.2422671045
245	0.2418743648
246	0.2411388562
247	0.2409524812
248	0.2404328807
249	0.2400625453
250	0.2396213264
251	0.2392820471
252	0.2390010847
253	0.2385101941
254	0.2381386061
255	0.2376585111
256	0.2373794765
257	0.2371709717
258	0.2368549604
259	0.2366279424
260	0.2362083113
261	0.2358604434
262	0.2354942356
263	0.2350826865
264	0.2347491277
265	0.2341701414
266	0.2338474068
267	0.2335663344
268	0.2333914464
269	0.2329820982
270	0.2327638621
271	0.2323661294
272	0.2320282022
273	0.2317690533
274	0.2314007176
275	0.23111777
276	0.2307787801
277	0.2305164741
278	0.2301263742
279	0.2297744051
280	0.2296448164
281	0.2292897087
282	0.2290257463
283	0.2287879984
284	0.2282068327
285	0.2279140556
286	0.2276909335
287	0.2274653911
288	0.2271850287
289	0.2268178717
290	0.2264944386
291	0.225984936
292	0.2256225584
293	0.2252145067
294	0.2249301868
295	0.2245819447
296	0.2243930512
297	0.2238663576
298	0.223404158
299	0.222975795
300	0.2226962911
301	0.2226179891
302	0.2223270916
303	0.2220668556
304	0.2216054119
305	0.2213415104
306	0.221010239
307	0.2206416443
308	0.2205837038
309	0.2202149825
310	0.21993847
311	0.2196188389
312	0.2194172026
313	0.2191478786
314	0.2188119757
315	0.2184932372
316	0.2179940016
317	0.217719733
318	0.2174032477
319	0.2171348072
320	0.2167526504
321	0.2163992405
322	0.2161618819
323	0.2158989383
324	0.215656995
325	0.215422267
326	0.2151838221
327	0.2148026702
328	0.2145439757
329	0.2143076377
330	0.2139725657
331	0.2135188498
332	0.2130002331
333	0.2127196313
334	0.2122452477
335	0.2119245383
336	0.2116993118
337	0.2113509968
338	0.2111573079
339	0.2107486355
340	0.2103945576
341	0.2102063507
342	0.2099147484
343	0.2097084557
344	0.2094015248
345	0.2091433553
346	0.208913489
347	0.2086054225
348	0.2082317946
349	0.2079583373
350	0.2077052986
351	0.2074058345
352	0.2072862387
353	0.2069410367
354	0.2067402061
355	0.2064969995
356	0.2060609893
357	0.205757403
358	0.2054277982
359	0.2051245391
360	0.2048133956
361	0.2045134626
362	0.2043131853
363	0.204084893
364	0.2037944781
365	0.2035082295
366	0.2032581916
367	0.2030213481
368	0.2027873241
369	0.2023768314
370	0.2022419866
371	0.201963843
372	0.2017675834
373	0.2014780118
374	0.2011532863
375	0.2009743849
376	0.200569816
377	0.2003578136
378	0.2001428907
379	0.200024447
380	0.1996552697
381	0.1995773203
382	0.1992946355
383	0.1989155704
384	0.1985140957
385	0.1983567957
386	0.1982225616
387	0.1980701273
388	0.1977556933
389	0.1975165182
390	0.1973436254
391	0.1971135961
392	0.1969605253
393	0.1967847985
394	0.1966055766
395	0.1962501174
396	0.1959977907
397	0.195746642
398	0.1953345232
399	0.1950782849
400	0.1949605159
401	0.1946528184
402	0.1943007989
403	0.1941709928
404	0.1939726343
405	0.1938254762
406	0.1935112387
407	0.193256447
408	0.1928989435
409	0.192727612
410	0.1925323189
411	0.1923799986
412	0.1921318661
413	0.1919323763
414	0.1916893262
415	0.1913656283
416	0.1911267273
417	0.1909897346
418	0.1907326769
419	0.1905813015
420	0.1902445191
421	0.1900387072
422	0.1897467942
423	0.1894205403
424	0.189203459
425	0.1890330025
426	0.1885953485
427	0.1883811216
428	0.1880158759
429	0.1876843198
430	0.1873590093
431	0.1871494586
432	0.1869287109
433	0.1867599662
434	0.1864417482
435	0.1862014081
436	0.1858640668
437	0.1856116839
438	0.1854337788
439	0.1852422016
440	0.1849736077
441	0.1847114487
442	0.1844661826
443	0.1841414427
444	0.1838094349
445	0.1835787687
446	0.1831994893
447	0.1829103211
448	0.1826936912
449	0.182453546
450	0.1822965273
451	0.1820301507
452	0.181833426
453	0.1815783096
454	0.1813466957
455	0.1809056558
456	0.1805918177
457	0.1803134512
458	0.1800443969
459	0.1797026971
460	0.1792740635
461	0.1790059665
462	0.1787192136
463	0.1786150515
464	0.1782900019
465	0.1781376525
466	0.1777888722
467	0.1776013678
468	0.1775019603
469	0.1772887418
470	0.1770166256
471	0.1767409202
472	0.176530277
473	0.1763370909
474	0.1762149273
475	0.1760016726
476	0.1756779428
477	0.1754319978
478	0.1751211876
479	0.1748959385
480	0.1747209249
481	0.1744618951
482	0.1741963722
483	0.1740393891
484	0.1736780196
485	0.1735275718
486	0.1732642481
487	0.1729428749
488	0.1727234303
489	0.1724983908
490	0.172417662
491	0.1722736955
492	0.1721216558
493	0.1718112026
494	0.1715424084
495	0.1714224923
496	0.1712499681
497	0.1708826164
498	0.1706454448
499	0.1703244946
500	0.1701580954
501	0.1700331096
502	0.1698892064
503	0.1697430129
504	0.1694918196
505	0.1693353526
506	0.1691378819
507	0.1689070604
508	0.1687432258
509	0.1685811338
510	0.1683677525
511	0.168243205
512	0.1681436295
513	0.1680073022
514	0.1678251607
515	0.167668618
516	0.1674335029
517	0.1672079487
518	0.1669745562
519	0.1669622632
520	0.1668517846
521	0.1665969751
522	0.1662548396
523	0.1660759581
524	0.1658995217
525	0.1657757713
526	0.165461454
527	0.1651915068
528	0.1650059211
529	0.1647321513
530	0.1644947416
531	0.1643071746
532	0.164147451
533	0.1639113031
534	0.1637290097
535	0.1633798361
536	0.163127729
537	0.1630586439
538	0.1629467014
539	0.1626914914
540	0.1624483903
541	0.1622616995
542	0.1621727411
543	0.1619353934
544	0.1617038058
545	0.1615535779
546	0.1614028626
547	0.1611985646
548	0.1609955317
549	0.1607055428
550	0.16038988
551	0.1602534538
552	0.1600842453
553	0.1598813426
554	0.1597086579
555	0.159481571
556	0.1592521691
557	0.1589523485
558	0.1588464766
559	0.1585941195
560	0.158367436
561	0.1581603118
562	0.1579948976
563	0.1578161967
564	0.1576018303
565	0.1573377484
566	0.1571301029
567	0.1568715342
568	0.1566061001
569	0.1565145624
570	0.1563266227
571	0.1562382867
572	0.1560292956
573	0.155816527
574	0.1556322626
575	0.1553822965
576	0.1551178435
577	0.1550058777
578	0.1546889848
579	0.1544845415
580	0.1542535734
581	0.1540463076
582	0.1538358536
583	0.1536141826
584	0.1533903069
585	0.1532646531
586	0.1529588734
587	0.1528916658
588	0.1528391877
589	0.152625366
590	0.1524101081
591	0.152184575
592	0.1517946975
593	0.151625766
594	0.1514604799
595	0.1511742134
596	0.1510467271
597	0.1508509665
598	0.1507110705
599	0.1504361479
600	0.1501638543
601	0.1498884571
602	0.149650162
603	0.1493457705
604	0.1490795983
605	0.1489015061
606	0.1487212904
607	0.1485484212
608	0.148492346
609	0.1483003796
610	0.1480331946
611	0.1479614936
612	0.1477237595
613	0.1474945259
614	0.1474399917
615	0.1472716023
616	0.147118501
617	0.1469214343
618	0.1466386002
619	0.1465128549
620	0.1463619394
621	0.1461411942
622	0.1459098005
623	0.1457375435
624	0.1455400072
625	0.1453025474
626	0.1451284028
627	0.144995091
628	0.1449216791
629	0.1447364939
630	0.1445341922
631	0.1443748839
632	0.1440924652
633	0.1439271264
634	0.1437017874
635	0.143430914
636	0.14328275
637	0.1432220841
638	0.1429011572
639	0.1427100669
640	0.1425792473
641	0.1424248484
642	0.1422511678
643	0.1420644095
644	0.1420279567
645	0.1418850143
646	0.1416881643
647	0.1414668102
648	0.1413068776
649	0.1411612811
650	0.1409763189
651	0.140795787
652	0.1406238668
653	0.1403503653
654	0.140227094
655	0.1399976804
656	0.139760495
657	0.1395813219
658	0.139272853
659	0.1390576551
660	0.1390172648
661	0.1388423632
662	0.1386502338
663	0.1384429932
664	0.138384942
665	0.1383107323
666	0.1380472239
667	0.1379794296
668	0.1379026728
669	0.1377676522
670	0.1377180733
671	0.1375675891
672	0.1373734934
673	0.1373414543
674	0.1372248773
675	0.1370719118
676	0.1368924211
677	0.1365814802
678	0.1364015485
679	0.136287225
680	0.1360015771
681	0.1359502694
682	0.1357666414
683	0.1357240528
684	0.1355840867
685	0.1353657946
686	0.135173933
687	0.1350759174
688	0.134994865
689	0.1348382609
690	0.1346471186
691	0.1345140163
692	0.1341690771
693	0.1339829437
694	0.1338056799
695	0.1337691581
696	0.1336446839
697	0.1336059441
698	0.1334005491
699	0.1333587936
700	0.1333148333
701	0.1331377443
702	0.1329866358
703	0.1328554065
704	0.1326853987
705	0.1325033976
706	0.1323724865
707	0.1321139844
708	0.1319817762
709	0.131830721
710	0.1316624492
711	0.1315343868
712	0.1313231705
713	0.1312132101
714	0.1309806235
715	0.1308787959
716	0.1306729817
717	0.1304003733
718	0.1301602261
719	0.1300252662
720	0.1298641012
721	0.1298108667
722	0.1295557227
723	0.1293860885
724	0.1291669996
725	0.1290088863
726	0.1288787502
727	0.1287761444
728	0.1287193785
729	0.1285551464
730	0.1284223657
731	0.1283858508
732	0.1282214974
733	0.1281243053
734	0.1280001424
735	0.1278346336
736	0.1277568453
737	0.1276198429
738	0.1273694512
739	0.1272713456
740	0.1271736795
741	0.1270419112
742	0.1267389288
743	0.1265073263
744	0.1263551847
745	0.1261598731
746	0.1259155419
747	0.1257449898
748	0.1256450478
749	0.1254859672
750	0.1252629642
751	0.1251400649
752	0.1249755422
753	0.1248957512
754	0.1246099848
755	0.1245402594
756	0.1243594483
757	0.1240760326
758	0.1239564949
759	0.1237900008
760	0.1236526265
761	0.1233989875
762	0.1232994428
763	0.1232089541
764	0.1229736715
765	0.1228119144
766	0.122548895
767	0.1224171602
768	0.1223149359
769	0.1221380843
770	0.1220886575
771	0.1219614791
772	0.1217902085
773	0.1217121222
774	0.1216789373
775	0.1214309489
776	0.1212629782
777	0.1209575573
778	0.1207754999
779	0.1206109887
780	0.1205151042
781	0.1204011798
782	0.1203217433
783	0.1201057987
784	0.1199916209
785	0.1199570616
786	0.1198644353
787	0.119682016
788	0.1195496742
789	0.1194476853
790	0.1194166368
791	0.1193894301
792	0.119287713
793	0.1192228878
794	0.1190433868
795	0.11899314
796	0.1189537249
797	0.1188206252
798	0.1185877553
799	0.1184274414
800	0.1182612493
801	0.1181210642
802	0.118077256
803	0.118047436
804	0.1178586194
805	0.1178125429
806	0.1175681482
807	0.1172688043
808	0.1171192921
809	0.1169384125
810	0.1167764227
811	0.1167205995
812	0.1166568095
813	0.1166179921
814	0.1164573586
815	0.1164428765
816	0.1162906194
817	0.116269505
818	0.1162471096
819	0.1162022099
820	0.1160361959
821	0.1159270902
822	0.115760224
823	0.1156054194
824	0.1154415716
825	0.1152609535
826	0.1151847752
827	0.11503796
828	0.1148883604
829	0.1146620802
830	0.1146377186
831	0.1145250869
832	0.1143446713
833	0.1141468655
834	0.1140819756
835	0.1139877861
836	0.1138183668
837	0.1136535161
838	0.1133551936
839	0.1132793784
840	0.1130757562
841	0.1128589275
842	0.1127774295
843	0.1126615278
844	0.1125053311
845	0.1123907
846	0.1121543872
847	0.1118720151
848	0.1117900752
849	0.1116207347
850	0.1114468397
851	0.1113385885
852	0.1112997243
853	0.1112480052
854	0.1112276961
855	0.1109929841
856	0.1108060318
857	0.1106177688
858	0.1105714481
859	0.1103398999
860	0.1103197581
861	0.1102918038
862	0.1101657069
863	0.1100794533
864	0.1100396292
865	0.1099695367
866	0.1097649884
867	0.1097463298
868	0.1096930442
869	0.1095593112
870	0.1095273484
871	0.1095099205
872	0.1094898932
873	0.1094319435
874	0.1093916198
875	0.1091843554
876	0.1090006771
877	0.1088783124
878	0.1087043488
879	0.1086780852
880	0.1084542151
881	0.1084012293
882	0.1083768709
883	0.1083339592
884	0.1083064739
885	0.1081055285
886	0.1079722876
887	0.1078497361
888	0.1077295744
889	0.1077056187
890	0.1076043852
891	0.1075872976
892	0.1075070288
893	0.107380229
894	0.1073168097
895	0.1072677743
896	0.1071872574
897	0.1070683849
898	0.1069424656
899	0.1067174686
900	0.1066419485
901	0.1064426977
902	0.1064002313
903	0.1063062836
904	0.1061253956
905	0.1059061066
906	0.1058608706
907	0.1057851358
908	0.1056454674
909	0.1055290778
910	0.1053468228
911	0.105286722
912	0.1051054235
913	0.1049109974
914	0.104756688
915	0.1046660329
916	0.1046280995
917	0.1045296845
918	0.1042890722
919	0.1042221316
920	0.1041182887
921	0.1039424489
922	0.1038081779
923	0.1037812929
924	0.1035752133
925	0.1034643969
926	0.1034308082
927	0.1032933604
928	0.1032674143
929	0.1031312379
930	0.1030408258
931	0.102856017
932	0.1027964837
933	0.1027186533
934	0.1025927277
935	0.1025469184
936	0.1023635625
937	0.1022318896
938	0.1020211111
939	0.1019523565
940	0.1017995395
941	0.1016660975
942	0.1015350288
943	0.1013101426
944	0.101187023
945	0.1011600731
946	0.1010120446
947	0.1008734926
948	0.1006472794
949	0.1004986116
950	0.1003592717
951	0.1003198651
952	0.1001648384
953	0.1000763637
954	0.09998774574
955	0.09985614321
956	0.0997635567
957	0.09967311399
958	0.09958918716
959	0.0995306879
960	0.09942594279
961	0.09935467368
962	0.09919131366
963	0.09917682865
964	0.09911760927
965	0.09885602508
966	0.09884106819
967	0.09871323731
968	0.09857648747
969	0.09842658829
970	0.09831823969
971	0.09811861515
972	0.09802450712
973	0.09786436679
974	0.09771810822
975	0.0975339984
976	0.0973426502
977	0.09715885336
978	0.09699601855
979	0.09688530959
980	0.09686979521
981	0.09675270132
982	0.09660988082
983	0.09652145207
984	0.09635703269
985	0.09620968988
986	0.09605669662
987	0.09599803629
988	0.09580876647
989	0.09577552065
990	0.09564447334
991	0.09554440405
992	0.09536025703
993	0.09529451587
994	0.09518897886
995	0.09502542922
996	0.09495101532
997	0.09482522763
998	0.09475278502
999	0.09459293565
