iter	Logloss
156	0.2908871304
157	0.2903943059
158	0.2902123966
159	0.2897754574
160	0.2891250055
161	0.2886356012
162	0.2879422663
163	0.2872890163
164	0.2868682087
165	0.2863736424
166	0.2859076925
167	0.2853455478
168	0.284846187
169	0.2842922018
170	0.28358915
171	0.2831746221
172	0.2828483115
173	0.282392848
174	0.2818912366
175	0.2814149791
176	0.280661758
177	0.2799256546
178	0.2792273094
179	0.2787811098
180	0.2784806449
181	0.2781462908
182	0.277602909
183	0.27718204
184	0.2765413343
185	0.2761908508
186	0.2758455924
187	0.2754265633
188	0.2749706051
189	0.2746480052
190	0.2742627595
191	0.2739440971
192	0.2735098547
193	0.2732358008
194	0.27287303
195	0.2725901189
196	0.2722896245
197	0.2717732725
198	0.2714024493
199	0.2710909779
200	0.2707098633
201	0.2704088504
202	0.2697708772
203	0.2694556489
204	0.2691182926
205	0.2686216857
206	0.2682011414
207	0.2679161304
208	0.2674774541
209	0.2669193089
210	0.266271198
211	0.2657681301
212	0.2652489248
213	0.2647505356
214	0.2642478358
215	0.2634611326
216	0.2628116447
217	0.262467346
218	0.2622370949
219	0.2617849059
220	0.2614102564
221	0.2607803274
222	0.2603505637
223	0.2600446689
224	0.2595524375
225	0.2590987626
226	0.2586836352
227	0.2581521797
228	0.2576019086
229	0.2572990294
230	0.2570937901
231	0.2563728
232	0.2558195565
233	0.2553342428
234	0.2550465892
235	0.2545834429
236	0.2542868494
237	0.2540641856
238	0.2537501074
239	0.253400903
240	0.2530561328
241	0.2524079411
242	0.2520314692
243	0.2515038807
244	0.2512394669
245	0.2509110838
246	0.2506131645
247	0.2501339388
248	0.2499429043
249	0.2494386935
250	0.2492312632
251	0.2488225991
252	0.2482826427
253	0.2480009476
254	0.2478326747
255	0.2474761502
256	0.2470829985
257	0.2465934393
258	0.246459248
259	0.2461458481
260	0.2458559951
261	0.2455264051
262	0.2451815154
263	0.24473925
264	0.2444444507
265	0.244223664
266	0.2436727829
267	0.2434985506
268	0.2432906601
269	0.2430811796
270	0.2427781619
271	0.2426048297
272	0.2424203858
273	0.2420836446
274	0.2417878325
275	0.2414261362
276	0.2408368222
277	0.2405310983
278	0.2400511914
279	0.2395315723
280	0.239084219
281	0.2386769588
282	0.2383855574
283	0.238005005
284	0.2375601405
285	0.2372475225
286	0.2368976357
287	0.2366953581
288	0.236317839
289	0.2360907552
290	0.2356416743
291	0.2354636443
292	0.2353286046
293	0.2350496967
294	0.2347949754
295	0.2344049613
296	0.2340621368
297	0.2336930254
298	0.2333756084
299	0.2331796703
300	0.2329147088
301	0.2325674185
302	0.2323230489
303	0.2319404375
304	0.2316629729
305	0.2314198346
306	0.2308712957
307	0.2304613082
308	0.2301298845
309	0.2299492809
310	0.2294913232
311	0.2291236278
312	0.228866947
313	0.2285310489
314	0.2283518351
315	0.2278772739
316	0.2275083653
317	0.2272469573
318	0.2269306927
319	0.2269138758
320	0.2264363223
321	0.2261668153
322	0.2258950004
323	0.225654203
324	0.2253607503
325	0.225015883
326	0.224849533
327	0.2245789683
328	0.2244447491
329	0.2240758422
330	0.2238174001
331	0.2235835604
332	0.2231973901
333	0.2227922334
334	0.2224516771
335	0.222258675
336	0.2220378248
337	0.2217911997
338	0.2215709912
339	0.2213037483
340	0.2210427674
341	0.2207963755
342	0.2206384059
343	0.2201414688
344	0.2197425878
345	0.2195145715
346	0.2191304236
347	0.2187824161
348	0.2183865585
349	0.2180871168
350	0.2178296805
351	0.2177224639
352	0.2176234082
353	0.2172818473
354	0.2169135984
355	0.2167362029
356	0.2164401383
357	0.2161907323
358	0.2159222794
359	0.2155790014
360	0.2151422555
361	0.2149194759
362	0.2146699294
363	0.2144089114
364	0.2142130771
365	0.2140314115
366	0.2138292553
367	0.2132940324
368	0.2130817126
369	0.2129663915
370	0.2125667663
371	0.2121505162
372	0.2118508008
373	0.2116122076
374	0.2116002663
375	0.2112953942
376	0.2111316865
377	0.2109102242
378	0.2107575872
379	0.2106291475
380	0.2102948043
381	0.2101172623
382	0.2099241333
383	0.2097278289
384	0.2095316823
385	0.2092641019
386	0.2088109983
387	0.2086650418
388	0.208356553
389	0.2081958332
390	0.2078606807
391	0.2075069907
392	0.2072009047
393	0.2069462647
394	0.2067947485
395	0.2065970577
396	0.2062500936
397	0.2059828442
398	0.2057470195
399	0.2055074852
400	0.2051299289
401	0.2048800862
402	0.2047059423
403	0.2043966078
404	0.2042097661
405	0.2039660255
406	0.2037500229
407	0.2036162807
408	0.2033671097
409	0.2031735627
410	0.2028739828
411	0.2026722157
412	0.2024549195
413	0.202253726
414	0.2020447059
415	0.2018513066
416	0.2017057132
417	0.2015011537
418	0.2012542199
419	0.2010146392
420	0.2008817345
421	0.2007625795
422	0.2006839351
423	0.2002551092
424	0.1999811289
425	0.199689654
426	0.1995031334
427	0.1991448159
428	0.1989505655
429	0.1987329238
430	0.1985055962
431	0.198278706
432	0.198029169
433	0.197864021
434	0.1975477582
435	0.1973168602
436	0.1971686622
437	0.1968762684
438	0.1965789897
439	0.1963559699
440	0.1961934248
441	0.1960702134
442	0.195830745
443	0.1956895
444	0.1954522668
445	0.1951870314
446	0.1949910055
447	0.1948234234
448	0.1945997052
449	0.1943840455
450	0.1942004331
451	0.194028625
452	0.1938387442
453	0.1937487314
454	0.1934491724
455	0.1930561012
456	0.1927357703
457	0.1925574487
458	0.1922675126
459	0.1919119828
460	0.1915387382
461	0.191262407
462	0.1910788646
463	0.1908781478
464	0.1907564227
465	0.1904647062
466	0.190239755
467	0.1899016766
468	0.1895536303
469	0.1892337898
470	0.1890226809
471	0.1888582372
472	0.1885823893
473	0.188394667
474	0.1881912564
475	0.1880817801
476	0.1877024787
477	0.1874100396
478	0.1872078755
479	0.1871211758
480	0.1869739167
481	0.1867866086
482	0.1865315292
483	0.1863554919
484	0.1861681243
485	0.185999841
486	0.1858013723
487	0.1856579409
488	0.1855308607
489	0.1853287081
490	0.1850266773
491	0.1847212703
492	0.1845062301
493	0.1842995668
494	0.1839993094
495	0.1837493106
496	0.1836474089
497	0.1833006811
498	0.1830282272
499	0.1828534104
500	0.182489886
501	0.1822547803
502	0.182091095
503	0.1819118127
504	0.1816892247
505	0.1814747304
506	0.1812739643
507	0.180965284
508	0.1807603469
509	0.1806537264
510	0.180474088
511	0.1804018069
512	0.1803174891
513	0.1801281313
514	0.1798991188
515	0.1795265898
516	0.1793520621
517	0.1792030512
518	0.1790127353
519	0.1787561095
520	0.178569071
521	0.178309313
522	0.1781435778
523	0.1779194716
524	0.1777340343
525	0.177667579
526	0.1775067307
527	0.1771464427
528	0.1769070571
529	0.1767255626
530	0.1766021419
531	0.176288962
532	0.1760102403
533	0.1758234526
534	0.1755936301
535	0.1752956476
536	0.1750463526
537	0.174705181
538	0.1745728019
539	0.1742294746
540	0.1740234106
541	0.1739009592
542	0.1736773799
543	0.1734192302
544	0.1731090044
545	0.1730060964
546	0.1727351348
547	0.1724461953
548	0.17227761
549	0.1720401106
550	0.1717763125
551	0.1715689766
552	0.1712427409
553	0.1710894729
554	0.170863899
555	0.1706543087
556	0.17046485
557	0.1703068083
558	0.170093663
559	0.169929458
560	0.1697064893
561	0.1693986515
562	0.169184598
563	0.1691269255
564	0.1689796187
565	0.1688631214
566	0.1685794137
567	0.1684857722
568	0.1683622827
569	0.1681683719
570	0.167906114
571	0.1676904394
572	0.1674860912
573	0.1673280495
574	0.1672134197
575	0.1671597103
576	0.1669034802
577	0.1667204776
578	0.1664646134
579	0.1661381498
580	0.1659319898
581	0.1657178131
582	0.1656246772
583	0.165399177
584	0.1652679544
585	0.1650493746
586	0.1648283953
587	0.1647182861
588	0.1645318834
589	0.1643515303
590	0.1640700983
591	0.1638744322
592	0.163745891
593	0.1634707949
594	0.1632357579
595	0.162964894
596	0.162710577
597	0.1625546083
598	0.1623454139
599	0.1622083758
600	0.1621108023
601	0.1618219442
602	0.161693156
603	0.1615816684
604	0.1614411198
605	0.1613770586
606	0.1612659341
607	0.16104498
608	0.160880673
609	0.1608273265
610	0.160613684
611	0.1604165839
612	0.160306393
613	0.160046007
614	0.1598385168
615	0.1595412522
616	0.1593084321
617	0.1591816194
618	0.1589931061
619	0.1588624606
620	0.158562762
621	0.1583211419
622	0.1582219774
623	0.1580589629
624	0.1578410376
625	0.1576797925
626	0.1576063961
627	0.1575855182
628	0.1573795357
629	0.1571714664
630	0.1569624091
631	0.156626011
632	0.1564502302
633	0.1562659104
634	0.156199185
635	0.156014054
636	0.1559883625
637	0.1558279237
638	0.1556344683
639	0.1553872313
640	0.1551551505
641	0.155022677
642	0.1547992407
643	0.1546629427
644	0.1544865509
645	0.1543069057
646	0.1541242942
647	0.1539697326
648	0.1537219833
649	0.1534280962
650	0.1532121718
651	0.1530270168
652	0.1529037808
653	0.1527871971
654	0.152662815
655	0.1524151392
656	0.152224484
657	0.1520484447
658	0.151841593
659	0.1516690734
660	0.151527299
661	0.1512656569
662	0.1510659285
663	0.1509393455
664	0.1507670532
665	0.150585321
666	0.1503975468
667	0.1502587268
668	0.1500942904
669	0.1500529338
670	0.1498920491
671	0.149837619
672	0.1495676071
673	0.1494279188
674	0.149254798
675	0.1491082634
676	0.14878126
677	0.1486636808
678	0.1485216785
679	0.1484753607
680	0.1481903255
681	0.1481274437
682	0.1479829214
683	0.1477644022
684	0.1475718133
685	0.1475175801
686	0.1473755753
687	0.147244868
688	0.1470199459
689	0.146880242
690	0.1466353023
691	0.1464285046
692	0.1462135435
693	0.1459392331
694	0.1457900505
695	0.1456656888
696	0.1454557477
697	0.1452799338
698	0.145157209
699	0.145056752
700	0.1448054755
701	0.1447069409
702	0.1445326665
703	0.1443702598
704	0.1443251098
705	0.1442803679
706	0.1440324562
707	0.143813668
708	0.1435725611
709	0.1434698817
710	0.1433591947
711	0.1431964479
712	0.1430723511
713	0.1427881943
714	0.1426536762
715	0.1424464845
716	0.1423705171
717	0.1422869812
718	0.1420151767
719	0.1418937336
720	0.1417553258
721	0.1415712515
722	0.1414243863
723	0.1413705267
724	0.1413066828
725	0.1411177876
726	0.1408628568
727	0.1407228221
728	0.1403702818
729	0.1401219396
730	0.1399268311
731	0.1397612808
732	0.1396715813
733	0.1395656638
734	0.1394906023
735	0.139213936
736	0.1390727714
737	0.138894663
738	0.1387444105
739	0.1387259623
740	0.1386089693
741	0.1384611718
742	0.1382508581
743	0.1381223034
744	0.1378464226
745	0.1377481405
746	0.137606842
747	0.1375578627
748	0.1374166323
749	0.1373219775
750	0.1371602584
751	0.1370460373
752	0.1369113817
753	0.1368234584
754	0.1366408617
755	0.1364130788
756	0.1361705139
757	0.1360081089
758	0.1358281748
759	0.1357836463
760	0.1357498105
761	0.1357003358
762	0.1356646238
763	0.1355785564
764	0.1353242838
765	0.1351034688
766	0.1350672141
767	0.134992744
768	0.134813339
769	0.13460198
770	0.1345555986
771	0.1344708182
772	0.1342631673
773	0.1341602742
774	0.1340309229
775	0.1338684264
776	0.1337553981
777	0.1335691555
778	0.1334614895
779	0.1333036265
780	0.1332697484
781	0.1330434844
782	0.1328315695
783	0.1326771985
784	0.1323755132
785	0.1321640407
786	0.1317854714
787	0.1316440101
788	0.1315680192
789	0.1313152153
790	0.1311327209
791	0.1310987589
792	0.1309568448
793	0.1308764716
794	0.130711952
795	0.1305741349
796	0.1304050102
797	0.1302561813
798	0.1300280567
799	0.1298581533
800	0.129731932
801	0.129541422
802	0.1293385942
803	0.1291135067
804	0.1289785932
805	0.1288183108
806	0.1286629091
807	0.1284909962
808	0.1283418861
809	0.1282952511
810	0.1282422119
811	0.1281228216
812	0.1281018381
813	0.1278198702
814	0.1276327375
815	0.1274269822
816	0.1273295073
817	0.1272889785
818	0.1269965499
819	0.1269337964
820	0.1268799029
821	0.1266304977
822	0.126507159
823	0.1263673736
824	0.1262923792
825	0.1260928591
826	0.1258728601
827	0.1257438074
828	0.1256587399
829	0.1255203964
830	0.1252745004
831	0.12525335
832	0.1251495902
833	0.1250293179
834	0.1249352989
835	0.1248591385
836	0.124803485
837	0.1247023231
838	0.1245824957
839	0.1244821245
840	0.1243464897
841	0.1242858114
842	0.1242000105
843	0.1240768639
844	0.1240284511
845	0.1239734425
846	0.1238816698
847	0.1237083981
848	0.1235305485
849	0.1234222717
850	0.1232640241
851	0.1231522803
852	0.123106829
853	0.1230012714
854	0.1229388551
855	0.1229075083
856	0.1227344693
857	0.1225442319
858	0.1225177717
859	0.1223450489
860	0.122051061
861	0.1218436565
862	0.1217138513
863	0.1216510117
864	0.1214986003
865	0.1214812112
866	0.1214282752
867	0.1212758874
868	0.1212450875
869	0.1211906047
870	0.1210642531
871	0.1209389083
872	0.1208234013
873	0.1207790241
874	0.1205847507
875	0.1203381724
876	0.1202307008
877	0.1201163736
878	0.1200437841
879	0.1198595109
880	0.1198183648
881	0.1196800799
882	0.1195126748
883	0.1194410278
884	0.1193731334
885	0.1192153803
886	0.11908784
887	0.1189305175
888	0.1187890688
889	0.1187002166
890	0.1186100545
891	0.1184019297
892	0.1182327668
893	0.1181190336
894	0.1179220496
895	0.117858736
896	0.1177778487
897	0.1176725561
898	0.1176201241
899	0.1174455885
900	0.1173451978
901	0.1172478477
902	0.1170663806
903	0.1169033808
904	0.1168143048
905	0.1167317487
906	0.1166356514
907	0.1165002726
908	0.1164786075
909	0.1163852375
910	0.1163188283
911	0.116303822
912	0.1162037681
913	0.1161521266
914	0.1161173522
915	0.1159557053
916	0.1158928441
917	0.1158296625
918	0.1156740145
919	0.1156604906
920	0.1155230095
921	0.1154657162
922	0.1153607394
923	0.1151463541
924	0.1149947961
925	0.1148886634
926	0.1147172637
927	0.114561159
928	0.1145169548
929	0.1143923924
930	0.1143172427
931	0.114246726
932	0.1141289834
933	0.1139632441
934	0.1138783978
935	0.1138032023
936	0.1136369882
937	0.113403196
938	0.1132129493
939	0.1130518889
940	0.1128970572
941	0.112805156
942	0.1127371237
943	0.1125473131
944	0.1124282597
945	0.1123583086
946	0.1121841555
947	0.11197444
948	0.1118738259
949	0.1117297039
950	0.1115959957
951	0.111394005
952	0.11135242
953	0.111322502
954	0.1111536535
955	0.1110425028
956	0.1109048862
957	0.1107648156
958	0.1106472385
959	0.1105435468
960	0.1104784574
961	0.1102855003
962	0.1102031576
963	0.1100926045
964	0.1100002497
965	0.1098806066
966	0.1096916461
967	0.1096389278
968	0.1096216828
969	0.1095116013
970	0.1093240522
971	0.1091415397
972	0.1089652627
973	0.108843233
974	0.1087710329
975	0.1085141873
976	0.1084394872
977	0.1083628341
978	0.1082179334
979	0.1080630858
980	0.1079341473
981	0.107712822
982	0.1076489479
983	0.1074586586
984	0.1073869639
985	0.1071812276
986	0.1070590403
987	0.1069344682
988	0.1069171998
989	0.1068459909
990	0.1066464644
991	0.1065714122
992	0.106430257
993	0.1063379839
994	0.1062247739
995	0.1062113452
996	0.1060959918
997	0.105931246
998	0.105836053
999	0.105808586
